Part Number▲▼,Product Image,Package▲▼,Dimensions(mm)▲▼,Carrier Frequency(kHz)▲▼,AGC▲▼,Transmission DistanceTyp.(m)▲▼,Detection Threshold /Sensitivity Typ.▲▼,Half ViewingAngle(°)▲▼,Supply CurrentTyp.(mA)▲▼,Pinning▲▼,Recommended for RemoteControl Code▲▼,Application▲▼,Mounting▲▼,Image path
TSOP93656,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82842.png
TSOP93656DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,SMD,image/ir-receiver-modules/82885.png
TSOP93656P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82875.png
TSOP93656P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82880.png
TSOP94230,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,30,AGC2,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82834.png
TSOP94233,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,33,AGC2,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82834.png
TSOP94236,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,36,AGC2,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82834.png
TSOP94238,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,38,AGC2,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82834.png
TSOP94240,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,40,AGC2,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",Sony,Remote control,Leaded,image/ir-receiver-modules/82834.png
TSOP94256,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,56,AGC2,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",Cisco,Remote control,Leaded,image/ir-receiver-modules/82834.png
TSOP94330,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,30,AGC3,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82835.png
TSOP94333,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,33,AGC3,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82835.png
TSOP94336,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,36,AGC3,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",RCMM,Remote control,Leaded,image/ir-receiver-modules/82835.png
TSOP94336,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,36,AGC3,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",MCIR,Remote control,Leaded,image/ir-receiver-modules/82835.png
TSOP94338,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,38,AGC3,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",RECS-80 Code,Remote control,Leaded,image/ir-receiver-modules/82835.png
TSOP94338,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,38,AGC3,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS","XMP-1, XMP-2",Remote control,Leaded,image/ir-receiver-modules/82835.png
TSOP94340,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,40,AGC3,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82835.png
TSOP94356,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,56,AGC3,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82835.png
TSOP94430,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,30,AGC4,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82834.png
TSOP94433,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,33,AGC4,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82834.png
TSOP94436,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,36,AGC4,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",RC-6,Remote control,Leaded,image/ir-receiver-modules/82834.png
TSOP94438,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,38,AGC4,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",Sejin 4PPM,Remote control,Leaded,image/ir-receiver-modules/82834.png
TSOP94440,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,40,AGC4,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82834.png
TSOP94456,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,56,AGC4,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",RCA,Remote control,Leaded,image/ir-receiver-modules/82834.png
TSOP94456,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,56,AGC4,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",r-step,Remote control,Leaded,image/ir-receiver-modules/82834.png
TSOP94530,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,30,AGC5,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82835.png
TSOP94533,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,33,AGC5,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82835.png
TSOP94536,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,36,AGC5,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82835.png
TSOP94538,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,38,AGC5,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82835.png
TSOP94540,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,40,AGC5,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82835.png
TSOP94556,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,56,AGC5,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",r-map,Remote control,Leaded,image/ir-receiver-modules/82835.png
TSOP94630,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,30,AGC6,35,0.06,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82836.png
TSOP94633,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,33,AGC6,35,0.06,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82836.png
TSOP94636,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,36,AGC6,35,0.06,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",Panasonic,Remote control,Leaded,image/ir-receiver-modules/82836.png
TSOP94636,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,36,AGC6,35,0.06,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",RC-5,Remote control,Leaded,image/ir-receiver-modules/82836.png
TSOP94638,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,38,AGC6,35,0.06,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",Mitsubishi,Remote control,Leaded,image/ir-receiver-modules/82836.png
TSOP94638,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,38,AGC6,35,0.06,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",NEC,Remote control,Leaded,image/ir-receiver-modules/82836.png
TSOP94638,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,38,AGC6,35,0.06,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",Sharp,Remote control,Leaded,image/ir-receiver-modules/82836.png
TSOP94640,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,40,AGC6,35,0.06,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82836.png
TSOP94656,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,56,AGC6,35,0.06,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82836.png
TSOP95230,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,30,AGC2,25,0.11,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82837.png
TSOP95230W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,30,AGC2,17,0.22,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82864.png
TSOP95233,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,33,AGC2,25,0.11,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82837.png
TSOP95233W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,33,AGC2,17,0.22,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82864.png
TSOP95236,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,36,AGC2,25,0.11,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82837.png
TSOP95236W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,36,AGC2,17,0.22,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82864.png
TSOP95238,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,38,AGC2,25,0.11,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82837.png
TSOP95238W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,38,AGC2,17,0.22,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82864.png
TSOP95240,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,40,AGC2,25,0.11,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",Sony,Remote control,SMD,image/ir-receiver-modules/82837.png
TSOP95240W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,40,AGC2,17,0.22,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",Sony,Remote control,SMD,image/ir-receiver-modules/82864.png
TSOP95256,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,56,AGC2,25,0.11,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",Cisco,Remote control,SMD,image/ir-receiver-modules/82837.png
TSOP95256W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,56,AGC2,17,0.22,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",Cisco,Remote control,SMD,image/ir-receiver-modules/82864.png
TSOP95330,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,30,AGC3,24,0.16,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82838.png
TSOP95330W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,30,AGC3,16,0.32,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82865.png
TSOP95333,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,33,AGC3,24,0.16,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82838.png
TSOP95333W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,33,AGC3,16,0.32,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82865.png
TSOP95336,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,36,AGC3,24,0.16,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",RCMM,Remote control,SMD,image/ir-receiver-modules/82838.png
TSOP95336W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,36,AGC3,16,0.32,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",RCMM,Remote control,SMD,image/ir-receiver-modules/82865.png
TSOP95338,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,38,AGC3,24,0.16,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",RECS-80 Code,Remote control,SMD,image/ir-receiver-modules/82838.png
TSOP95338,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,38,AGC3,24,0.16,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT","XMP-1, XMP-2",Remote control,SMD,image/ir-receiver-modules/82838.png
TSOP95338W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,38,AGC3,16,0.32,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",RECS-80 Code,Remote control,SMD,image/ir-receiver-modules/82865.png
TSOP95338W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,38,AGC3,16,0.32,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT","XMP-1, XMP-2",Remote control,SMD,image/ir-receiver-modules/82865.png
TSOP95340,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,40,AGC3,24,0.16,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82838.png
TSOP95340W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,40,AGC3,16,0.32,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82865.png
TSOP95356,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,56,AGC3,24,0.16,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82838.png
TSOP95356W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,56,AGC3,16,0.32,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82865.png
TSOP95430,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,30,AGC4,25,0.11,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82837.png
TSOP95430W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,30,AGC4,17,0.22,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82864.png
TSOP95433,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,33,AGC4,25,0.11,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82837.png
TSOP95433W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,33,AGC4,17,0.22,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82864.png
TSOP95436,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,36,AGC4,25,0.11,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",MCIR,Remote control,SMD,image/ir-receiver-modules/82837.png
TSOP95436,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,36,AGC4,25,0.11,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",RC-6,Remote control,SMD,image/ir-receiver-modules/82837.png
TSOP95436W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,36,AGC4,17,0.22,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",MCIR,Remote control,SMD,image/ir-receiver-modules/82864.png
TSOP95436W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,36,AGC4,17,0.22,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",RC-6,Remote control,SMD,image/ir-receiver-modules/82864.png
TSOP95438,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,38,AGC4,25,0.11,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",Sejin 4PPM,Remote control,SMD,image/ir-receiver-modules/82837.png
TSOP95438W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,38,AGC4,17,0.22,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",Sejin 4PPM,Remote control,SMD,image/ir-receiver-modules/82864.png
TSOP95440,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,40,AGC4,25,0.11,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82837.png
TSOP95440W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,40,AGC4,17,0.22,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82864.png
TSOP95456,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,56,AGC4,25,0.11,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",RCA,Remote control,SMD,image/ir-receiver-modules/82837.png
TSOP95456,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,56,AGC4,25,0.11,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",r-step,Remote control,SMD,image/ir-receiver-modules/82837.png
TSOP95456W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,56,AGC4,17,0.22,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",RCA,Remote control,SMD,image/ir-receiver-modules/82864.png
TSOP95456W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,56,AGC4,17,0.22,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",r-step,Remote control,SMD,image/ir-receiver-modules/82864.png
TSOP95530,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,30,AGC5,24,0.16,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82838.png
TSOP95530W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,30,AGC5,16,0.32,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82865.png
TSOP95533,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,33,AGC5,24,0.16,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82838.png
TSOP95533W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,33,AGC5,16,0.32,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82865.png
TSOP95536,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,36,AGC5,24,0.16,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82838.png
TSOP95536W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,36,AGC5,16,0.32,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82865.png
TSOP95538,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,38,AGC5,24,0.16,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82838.png
TSOP95538W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,38,AGC5,16,0.32,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82865.png
TSOP95540,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,40,AGC5,24,0.16,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82838.png
TSOP95540W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,40,AGC5,16,0.32,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82865.png
TSOP95556,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,56,AGC5,24,0.16,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",r-map,Remote control,SMD,image/ir-receiver-modules/82838.png
TSOP95556W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,56,AGC5,16,0.32,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",r-map,Remote control,SMD,image/ir-receiver-modules/82865.png
TSOP95630,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,30,AGC6,26,0.1,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82839.png
TSOP95630W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,30,AGC6,18,0.2,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82863.png
TSOP95633,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,33,AGC6,26,0.1,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82839.png
TSOP95633W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,33,AGC6,18,0.2,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82863.png
TSOP95636,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,36,AGC6,26,0.1,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",Panasonic,Remote control,SMD,image/ir-receiver-modules/82839.png
TSOP95636,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,36,AGC6,26,0.1,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",RC-5,Remote control,SMD,image/ir-receiver-modules/82839.png
TSOP95636W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,36,AGC6,18,0.2,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82863.png
TSOP95638,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,38,AGC6,26,0.1,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",Mitsubishi,Remote control,SMD,image/ir-receiver-modules/82839.png
TSOP95638,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,38,AGC6,26,0.1,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",NEC,Remote control,SMD,image/ir-receiver-modules/82839.png
TSOP95638,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,38,AGC6,26,0.1,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",Sharp,Remote control,SMD,image/ir-receiver-modules/82839.png
TSOP95638W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,38,AGC6,18,0.2,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82863.png
TSOP95640,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,40,AGC6,26,0.1,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82839.png
TSOP95640W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,40,AGC6,18,0.2,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82863.png
TSOP95656,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,56,AGC6,26,0.1,± 50,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82839.png
TSOP95656W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,56,AGC6,18,0.2,± 75,0.37,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82863.png
TSOP96230,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,30,AGC2,25,0.11,± 50,0.37,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82847.png
TSOP96233,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,33,AGC2,25,0.11,± 50,0.37,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82847.png
TSOP96236,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,36,AGC2,25,0.11,± 50,0.37,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82847.png
TSOP96238,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,38,AGC2,25,0.11,± 50,0.37,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82847.png
TSOP96240,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,40,AGC2,25,0.11,± 50,0.37,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",Sony,Remote control,SMD,image/ir-receiver-modules/82847.png
TSOP96256,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,56,AGC2,25,0.11,± 50,0.37,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",Cisco,Remote control,SMD,image/ir-receiver-modules/82847.png
TSOP96330,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,30,AGC3,24,0.16,± 50,0.37,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82848.png
TSOP96333,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,33,AGC3,24,0.16,± 50,0.37,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82848.png
TSOP96336,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,36,AGC3,24,0.16,± 50,0.37,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",RCMM,Remote control,SMD,image/ir-receiver-modules/82848.png
TSOP96338,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,38,AGC3,24,0.16,± 50,0.37,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",RECS-80 Code,Remote control,SMD,image/ir-receiver-modules/82848.png
TSOP96338,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,38,AGC3,24,0.16,± 50,0.37,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT","XMP-1, XMP-2",Remote control,SMD,image/ir-receiver-modules/82848.png
